Name;SI;Handles;VM;WS;PM;NPM;Path;Company;CPU;FileVersion;ProductVersion;Description;Product;__NounName;BasePriority;ExitCode;HasExited;ExitTime;Handle;SafeHandle;HandleCount;Id;MachineName;MainWindowHandle;MainWindowTitle;MainModule;MaxWorkingSet;MinWorkingSet;Modules;NonpagedSystemMemorySize;NonpagedSystemMemorySize64;PagedMemorySize;PagedMemorySize64;PagedSystemMemorySize;PagedSystemMemorySize64;PeakPagedMemorySize;PeakPagedMemorySize64;PeakWorkingSet;PeakWorkingSet64;PeakVirtualMemorySize;PeakVirtualMemorySize64;PriorityBoostEnabled;PriorityClass;PrivateMemorySize;PrivateMemorySize64;PrivilegedProcessorTime;ProcessName;ProcessorAffinity;Responding;SessionId;StartInfo;StartTime;SynchronizingObject;Threads;TotalProcessorTime;UserProcessorTime;VirtualMemorySize;VirtualMemorySize64;EnableRaisingEvents;StandardInput;StandardOutput;StandardError;WorkingSet;WorkingSet64;Site;Container
sqlwriter;0;104;47214592;1486848;1654784;9232;;;;;;;;Process;8;;;;;;104;9472;.;0;;;;;;9232;9232;1654784;1654784;81208;81208;2207744;2207744;8474624;8474624;59797504;59797504;;;1654784;1654784;;sqlwriter;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;47214592;47214592;False;;;;1486848;1486848;;
svchost;0;5882;2,19953E+12;41664512;61198336;110752;;;;;;;;Process;8;;;;;;5882;572;.;0;;;;;;110752;110752;61198336;61198336;761560;761560;652152832;652152832;672751616;672751616;-2105028608;2,20121E+12;;;61198336;61198336;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;509788160;2,19953E+12;False;;;;41664512;41664512;;
svchost;0;941;2,19916E+12;14311424;15998976;37448;;;;;;;;Process;8;;;;;;941;852;.;0;;;;;;37448;37448;15998976;15998976;614768;614768;34422784;34422784;44208128;44208128;176455680;2,1992E+12;;;15998976;15998976;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;139608064;2,19916E+12;False;;;;14311424;14311424;;
svchost;0;1031;2,19913E+12;9482240;13856768;32032;;;;;;;;Process;8;;;;;;1031;928;.;0;;;;;;32032;32032;13856768;13856768;233584;233584;15360000;15360000;17387520;17387520;151625728;2,19917E+12;;;13856768;13856768;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;109342720;2,19913E+12;False;;;;9482240;9482240;;
svchost;0;1431;2,20365E+12;10993664;20230144;53504;;;;;;;;Process;8;;;;;;1431;1028;.;0;;;;;;53504;53504;20230144;20230144;304560;304560;56205312;56205312;62431232;62431232;408375296;2,20373E+12;;;20230144;20230144;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;329134080;2,20365E+12;False;;;;10993664;10993664;;
svchost;0;1458;2,19925E+12;23818240;24952832;77888;;;;;;;;Process;8;;;;;;1458;1100;.;0;;;;;;77888;77888;24952832;24952832;390744;390744;27279360;27279360;48267264;48267264;484679680;2,19951E+12;;;24952832;24952832;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;230739968;2,19925E+12;False;;;;23818240;23818240;;
svchost;0;697;2,19913E+12;13455360;21008384;35224;;;;;;;;Process;8;;;;;;697;1108;.;0;;;;;;35224;35224;21008384;21008384;171880;171880;25608192;25608192;30953472;30953472;116084736;2,19914E+12;;;21008384;21008384;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;102162432;2,19913E+12;False;;;;13455360;13455360;;
svchost;0;593;2,19919E+12;13885440;28545024;54728;;;;;;;;Process;8;;;;;;593;1288;.;0;;;;;;54728;54728;28545024;28545024;152456;152456;77049856;77049856;79659008;79659008;283312128;2,19931E+12;;;28545024;28545024;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;162799616;2,19919E+12;False;;;;13885440;13885440;;
svchost;0;676;2,19921E+12;13631488;17043456;52832;;;;;;;;Process;8;;;;;;676;1516;.;0;;;;;;52832;52832;17043456;17043456;166176;166176;81825792;81825792;86560768;86560768;439042048;2,19946E+12;;;17043456;17043456;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;191557632;2,19921E+12;False;;;;13631488;13631488;;
svchost;0;322;2,19908E+12;7393280;7696384;21672;;;;;;;;Process;8;;;;;;322;1720;.;0;;;;;;21672;21672;7696384;7696384;106856;106856;10113024;10113024;14221312;14221312;67035136;2,19909E+12;;;7696384;7696384;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;61349888;2,19908E+12;False;;;;7393280;7393280;;
svchost;0;355;2,1991E+12;6123520;8773632;28840;;;;;;;;Process;8;;;;;;355;1832;.;0;;;;;;28840;28840;8773632;8773632;137248;137248;11550720;11550720;16101376;16101376;83546112;2,19911E+12;;;8773632;8773632;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;76640256;2,1991E+12;False;;;;6123520;6123520;;
svchost;0;362;2,1991E+12;5722112;9945088;28688;;;;;;;;Process;8;;;;;;362;1936;.;0;;;;;;28688;28688;9945088;9945088;122384;122384;12525568;12525568;15605760;15605760;84611072;2,19911E+12;;;9945088;9945088;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;79409152;2,1991E+12;False;;;;5722112;5722112;;
svchost;0;486;2,1991E+12;5173248;9900032;106216;;;;;;;;Process;8;;;;;;486;2360;.;0;;;;;;106216;106216;9900032;9900032;128000;128000;11530240;11530240;15482880;15482880;96247808;2,19912E+12;;;9900032;9900032;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;76849152;2,1991E+12;False;;;;5173248;5173248;;
svchost;0;610;2,19917E+12;16027648;16076800;36248;;;;;;;;Process;8;;;;;;610;2736;.;0;;;;;;36248;36248;16076800;16076800;270696;270696;20508672;20508672;59518976;59518976;299368448;2,19932E+12;;;16076800;16076800;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;151650304;2,19917E+12;False;;;;16027648;16027648;;
svchost;0;183;2,19909E+12;2846720;7208960;21736;;;;;;;;Process;8;;;;;;183;2776;.;0;;;;;;21736;21736;7208960;7208960;102480;102480;10043392;10043392;12365824;12365824;72019968;2,1991E+12;;;7208960;7208960;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;64618496;2,19909E+12;False;;;;2846720;2846720;;
svchost;0;275;2,19919E+12;13463552;13459456;30160;;;;;;;;Process;8;;;;;;275;2800;.;0;;;;;;30160;30160;13459456;13459456;144296;144296;17551360;17551360;25489408;25489408;176955392;2,1992E+12;;;13459456;13459456;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;165257216;2,19919E+12;False;;;;13463552;13463552;;
svchost;0;145;2,19907E+12;2449408;5943296;19656;;;;;;;;Process;8;;;;;;145;4504;.;0;;;;;;19656;19656;5943296;5943296;66272;66272;8916992;8916992;10887168;10887168;53682176;2,19908E+12;;;5943296;5943296;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;43266048;2,19907E+12;False;;;;2449408;2449408;;
svchost;0;94;2,19906E+12;6967296;2170880;7192;;;;;;;;Process;8;;;;;;94;7840;.;0;;;;;;7192;7192;2170880;2170880;61344;61344;2351104;2351104;7028736;7028736;39735296;2,19906E+12;;;2170880;2170880;;svchost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;37113856;2,19906E+12;False;;;;6967296;6967296;;
svchost;3;587;2,19929E+12;17022976;9191424;34192;C:\Windows\system32\svchost.exe;Microsoft Corporation;3,328125;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Processus h?te pour les services Windows;Syst?me d?exploitation Microsoft? Windows?;Process;8;;False;;4472;Microsoft.Win32.SafeHandles.SafeProcessHandle;587;10336;.;0;;System.Diagnostics.ProcessModule (svchost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;34192;34192;9191424;9191424;247064;247064;11411456;11411456;24399872;24399872;274878464;2,1993E+12;True;Normal;9191424;9191424;00:00:01.5625000;svchost;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:03.3281250;00:00:01.7656250;268132352;2,19929E+12;False;;;;17022976;17022976;;
System;0;1821;11366400;2449408;143360;0;;;;;;;;Process;8;;;;;;1821;4;.;0;;;;;;0;0;143360;143360;0;0;155648;155648;6291456;6291456;16412672;16412672;;;143360;143360;;System;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;11366400;11366400;False;;;;2449408;2449408;;
SystemSettings;3;575;2,19938E+12;28672;13803520;34104;C:\Windows\ImmersiveControlPanel\SystemSettings.exe;Microsoft Corporation;0,484375;10.0.14393.82 (rs1_release.160805-1735);10.0.14393.82;Param?tres;Syst?me d?exploitation Microsoft? Windows?;Process;8;;False;;4508;Microsoft.Win32.SafeHandles.SafeProcessHandle;575;3368;.;199814;Param?tres;System.Diagnostics.ProcessModule (SystemSettings.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;34104;34104;13803520;13803520;571744;571744;14774272;14774272;56033280;56033280;360165376;2,19938E+12;True;Normal;13803520;13803520;00:00:00.2031250;SystemSettings;15;False;3;System.Diagnostics.ProcessStartInfo;26/04/2017 17:06;;System.Diagnostics.ProcessThreadCollection;00:00:00.4843750;00:00:00.2812500;358846464;2,19938E+12;False;;;;28672;28672;;
taskhostw;3;496;2,19921E+12;13803520;11931648;46736;C:\Windows\system32\taskhostw.exe;Microsoft Corporation;7,90625;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Processus h?te pour T?ches Windows;Syst?me d?exploitation Microsoft? Windows?;Process;8;;False;;4272;Microsoft.Win32.SafeHandles.SafeProcessHandle;496;10664;.;0;;System.Diagnostics.ProcessModule (taskhostw.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;46736;46736;11931648;11931648;220280;220280;17842176;17842176;28016640;28016640;203448320;2,19923E+12;True;Normal;11931648;11931648;00:00:04.3281250;taskhostw;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:07.9062500;00:00:03.5781250;191324160;2,19921E+12;False;;;;13803520;13803520;;
UcMapi;3;1430;2,19943E+12;47648768;23629824;35152;C:\Program Files\Microsoft Office\Root\Office16\UcMapi.exe;Microsoft Corporation;4,609375;16.0.7369.2127;16.0.7369.2127;Skype for Business;Microsoft Office 2016;Process;8;;False;;3280;Microsoft.Win32.SafeHandles.SafeProcessHandle;1430;7096;.;0;;System.Diagnostics.ProcessModule (UcMapi.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;35152;35152;23629824;23629824;654776;654776;41156608;41156608;58548224;58548224;492388352;2,19952E+12;True;Normal;23629824;23629824;00:00:01.5000000;UcMapi;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 08:45;;System.Diagnostics.ProcessThreadCollection;00:00:04.6093750;00:00:03.1093750;408002560;2,19943E+12;False;;;;47648768;47648768;;
unsecapp;3;111;2,19908E+12;1998848;2678784;9776;;;;;;;;Process;8;;;;;;111;10176;.;0;;;;;;9776;9776;2678784;2678784;106640;106640;5505024;5505024;10477568;10477568;67432448;2,19909E+12;;;2678784;2678784;;unsecapp;;True;3;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;57573376;2,19908E+12;False;;;;1998848;1998848;;
UshUpgradeService;0;188;84586496;1613824;7372800;20424;;;;;;;;Process;8;;;;;;188;1420;.;0;;;;;;20424;20424;7372800;7372800;156568;156568;10166272;10166272;11300864;11300864;92659712;92659712;;;7372800;7372800;;UshUpgradeService;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;84586496;84586496;False;;;;1613824;1613824;;
vmcompute;0;133;2,19907E+12;983040;6541312;19560;;;;;;;;Process;8;;;;;;133;3792;.;0;;;;;;19560;19560;6541312;6541312;78880;78880;9359360;9359360;11792384;11792384;51200000;2,19907E+12;;;6541312;6541312;;vmcompute;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;45924352;2,19907E+12;False;;;;983040;983040;;
vmms;0;504;2,19917E+12;4124672;14798848;31360;;;;;;;;Process;8;;;;;;504;2832;.;0;;;;;;31360;31360;14798848;14798848;195832;195832;38699008;38699008;34385920;34385920;175935488;2,1992E+12;;;14798848;14798848;;vmms;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;143822848;2,19917E+12;False;;;;4124672;4124672;;
WavesSvc64;3;119;66400256;937984;2707456;11472;C:\Program Files\Waves\MaxxAudio\WavesSvc64.exe;Waves Audio Ltd.;1,25;1.11.6.0;1.11.6.0;Waves MaxxAudio Service Application;Waves MaxxAudio;Process;8;;False;;4484;Microsoft.Win32.SafeHandles.SafeProcessHandle;119;6224;.;0;;System.Diagnostics.ProcessModule (WavesSvc64.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;11472;11472;2707456;2707456;124056;124056;5644288;5644288;10919936;10919936;78856192;78856192;True;Normal;2707456;2707456;00:00:00.6875000;WavesSvc64;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:01.2500000;00:00:00.5625000;66400256;66400256;False;;;;937984;937984;;
WavesSysSvc64;0;110;43843584;425984;6647808;18408;;;;;;;;Process;8;;;;;;110;2808;.;0;;;;;;18408;18408;6647808;6647808;67600;67600;9543680;9543680;9056256;9056256;54595584;54595584;;;6647808;6647808;;WavesSysSvc64;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;43843584;43843584;False;;;;425984;425984;;
wininit;0;95;2,19907E+12;479232;1327104;9200;;;;;;;;Process;13;;;;;;95;692;.;0;;;;;;9200;9200;1327104;1327104;106752;106752;1789952;1789952;5693440;5693440;53043200;2,19908E+12;;;1327104;1327104;;wininit;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;49483776;2,19907E+12;False;;;;479232;479232;;
winlogon;3;213;2,19909E+12;2363392;3637248;12776;;;;;;;;Process;13;;;;;;213;15880;.;0;;;;;;12776;12776;3637248;3637248;126320;126320;6483968;6483968;22237184;22237184;76914688;2,1991E+12;;;3637248;3637248;;winlogon;;True;3;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;61980672;2,19909E+12;False;;;;2363392;2363392;;
winpty-agent;3;115;73695232;5488640;1982464;7736;c:\Program Files (x86)\Microsoft VS Code\resources\app\node_modules\node-pty\build\Release\winpty-agent.exe;;0,078125;;;;;Process;8;;False;;4440;Microsoft.Win32.SafeHandles.SafeProcessHandle;115;16112;.;0;;System.Diagnostics.ProcessModule (winpty-agent.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;7736;7736;1982464;1982464;146968;146968;1986560;1986560;6500352;6500352;76316672;76316672;True;Normal;1982464;1982464;00:00:00.0625000;winpty-agent;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 11:00;;System.Diagnostics.ProcessThreadCollection;00:00:00.0781250;00:00:00.0156250;73695232;73695232;False;;;;5488640;5488640;;
WmiPrvSE;0;160;2,19907E+12;5914624;8138752;21424;;;;;;;;Process;8;;;;;;160;3724;.;0;;;;;;21424;21424;8138752;8138752;78776;78776;10760192;10760192;15343616;15343616;73199616;2,1991E+12;;;8138752;8138752;;WmiPrvSE;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;51245056;2,19907E+12;False;;;;5914624;5914624;;
WmiPrvSE;0;139;2,19908E+12;11354112;5750784;10720;;;;;;;;Process;8;;;;;;139;15712;.;0;;;;;;10720;10720;5750784;5750784;73504;73504;10944512;10944512;16662528;16662528;62115840;2,19909E+12;;;5750784;5750784;;WmiPrvSE;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;57344000;2,19908E+12;False;;;;11354112;11354112;;
WUDFHost;0;344;2,19911E+12;4976640;30466048;25480;;;;;;;;Process;13;;;;;;344;1200;.;0;;;;;;25480;25480;30466048;30466048;110800;110800;33288192;33288192;36552704;36552704;91553792;2,19911E+12;;;30466048;30466048;;WUDFHost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;85598208;2,19911E+12;False;;;;4976640;4976640;;
WUDFHost;0;266;2,19908E+12;1507328;6713344;20640;;;;;;;;Process;8;;;;;;266;2300;.;0;;;;;;20640;20640;6713344;6713344;99360;99360;9527296;9527296;12046336;12046336;61333504;2,19908E+12;;;6713344;6713344;;WUDFHost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;56406016;2,19908E+12;False;;;;1507328;1507328;;
Wunderlist;3;881;35219640320;74391552;47751168;71640;C:\Program Files\WindowsApps\6Wunderkinder.Wunderlist_3.6.25.0_x64__b4cwydgxqx59r\Wunderlist.exe;6 Wunderkinder GmbH;8,421875;3.6.25.0;48df20a612a81cd1f1b69979818f3980b772f1f8;Wunderlist;Wunderlist;Process;8;;False;;4376;Microsoft.Win32.SafeHandles.SafeProcessHandle;881;7784;.;1705504;Wunderlist;System.Diagnostics.ProcessModule (Wunderlist.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;71640;71640;47751168;47751168;725808;725808;57663488;57663488;119230464;119230464;880885760;35240624128;True;Normal;47751168;47751168;00:00:01.6093750;Wunderlist;15;False;3;System.Diagnostics.ProcessStartInfo;02/05/2017 10:25;;System.Diagnostics.ProcessThreadCollection;00:00:08.4218750;00:00:06.8125000;859901952;35219640320;False;;;;74391552;74391552;;
